Book Id,Title,Author,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Status
228196481,Pucking Strong (Jacksonville Rays #4),Emily Rath,1962350053,9781962350051,3,4.49,Emily Rath Books,Kindle Edition,678,2025,2025,9/20/25,7/2/25,read
203194093,Not in My Book,Katie  Holt,1639109765,9781639109760,3,3.8,Alcove Press,Kindle Edition,320,2024,2024,9/16/25,9/16/25,read
238713934,Love & Other Killers,Brynne Weaver,1662535899,9781662535895,4,4.09,Amazon Original Stories,Kindle Edition,61,2025,,9/14/25,8/18/25,read
228013651,Wild Card,Elsie Silver,,,4,4.23,Elsie Silver Literary Inc.,Kindle Edition,390,2025,2025,9/14/25,5/27/25,read
197054431,"Magnolia Parks: Into the Dark (Magnolia Parks Universe, #5)",Jessa Hastings,0593474953,9780593474952,5,4.34,Dutton,Kindle Edition,720,2024,2024,9/13/25,9/13/25,read
168437603,"Daisy Haites: The Great Undoing (The Magnolia Parks Universe, #4)",Jessa Hastings,0593474937,9780593474938,5,4.46,Dutton,Kindle Edition,489,2022,2022,9/9/25,9/9/25,read
223394307,"The Good Girl Effect (Salacious Legacy, #1)",Sara Cate,1464234469,9781464234460,0,4.2,Sourcebooks Casablanca,Paperback,371,2025,,,9/7/25,to-read
61447046,"Magnolia Parks: The Long Way Home (Magnolia Parks Universe, #3)",Jessa Hastings,,9798985331738,5,4.24,,Kindle Edition,645,2022,2022,9/9/25,9/7/25,read
168437435,Daisy Haites (The Magnolia Parks Universe Book 2),Jessa Hastings,0593474899,9780593474891,5,4.07,Dutton,Kindle Edition,507,2021,2021,9/6/25,9/3/25,read
168437483,"Magnolia Parks (The Magnolia Parks Universe, #1)",Jessa Hastings,0593474872,9780593474877,5,3.67,Dutton,Kindle Edition,442,2021,2021,9/2/25,9/2/25,read
222395340,For Wrath and Redemption (The Hometown Heartless),Brit Benson,,,3,4.48,Brit Benson Books,Kindle Edition,461,2025,,9/1/25,9/1/25,read
211400175,The Favorites,Layne Fargo,0593732057,9780593732052,0,4.08,Random House,Kindle Edition,439,2025,2025,,6/7/25,to-read
58367840,"Love You Better (Better Love, #1)",Brit Benson,,,0,3.83,Brit Benson Books,Kindle Edition,312,2021,2021,,8/28/25,to-read
216803399,"Of Heartbreak and Harmony (The Hometown Heartless, #2)",Brit Benson,,,4,4.28,Brit Benson Books,Kindle Edition,480,2024,,8/31/25,8/31/25,read
139402719,"Between Never and Forever (The Hometown Heartless, #1)",Brit Benson,,,4,4.22,Brit Benson Books,Kindle Edition,484,2023,2023,8/29/25,8/28/25,read
217218373,Say You'll Remember Me,Abby Jimenez,1538759209,9781538759202,4,4.03,Forever,Kindle Edition,361,2025,2025,8/28/25,2/7/25,read
60889030,"We'll Always Have Summer (Summer, #3)",Jenny Han,,,4,3.78,,Kindle Edition,290,2022,2011,8/27/25,8/26/25,read
192321724,"It's Not Summer Without You (Summer, #2)",Jenny Han,,,4,3.75,Simon & Schuster Children's Publishing,Kindle Edition,,2023,2010,8/26/25,8/25/25,read
60911699,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,,,4,3.74,Simon & Schuster Books for Young Readers,Kindle Edition,295,2022,2009,8/25/25,8/24/25,read
131725838,The Song of Achilles,Madeline Miller,,,0,4.31,Bloomsbury UK,Unbound,0,,2011,,8/25/25,to-read
214151565,Count My Lies,Sophie Stava,1668079348,9781668079348,0,3.73,Gallery/Scout Press,Hardcover,336,2025,2025,,8/25/25,to-read
215237011,Retreat,Krysten Ritter,0063334623,9780063334625,2,3.7,Harper,Kindle Edition,271,2025,2025,8/24/25,8/21/25,read
81603439,Daisy Jones & The Six,Taylor Jenkins Reid,,,4,4.2,Ballantine Books,Kindle Edition,352,2019,2019,8/23/25,6/7/25,read
204021823,Unsteady,Peyton Corinne,1668067005,9781668067000,3,3.87,Atria Books,Kindle Edition,367,2024,2023,8/18/25,8/18/25,read
205762622,"The Finish Line (The Ravenhood, #3)",Kate  Stewart,1496754638,9781496754639,5,4.24,Kensington,Kindle Edition,560,2024,2021,8/15/25,7/2/25,read
210365571,One Last Rainy Day: The Legacy of a Prince,Kate  Stewart,1496754646,9781496754646,5,4.54,Kensington,Kindle Edition,480,2024,2023,8/15/25,7/2/25,read
210387742,"Bourbon & Lies (The Bourbon Boys, #1)",Victoria   Wilder,,,0,4.07,,Kindle Edition,448,2024,2024,,8/21/25,to-read
217516050,"Severed Heart (Ravenhood Legacy, #2)",Kate  Stewart,1496757017,9781496757012,5,4.71,Kensington,Kindle Edition,720,2025,2024,8/15/25,7/2/25,read
217387810,The Love Haters,Katherine Center,1250283825,9781250283825,2,3.82,St. Martin's Press,Kindle Edition,309,2025,2025,8/15/25,2/7/25,read
207110848,"The Devious Husband (The Windsors, #6)",Catharina Maura,,,3,4.19,,Kindle Edition,356,2024,2024,7/23/25,7/22/25,read
206181069,"The Secret Fiancée (The Windsors, #5)",Catharina Maura,,,3,4.06,,Kindle Edition,364,2024,2024,7/22/25,7/20/25,read
36639505,My Oxford Year,Julia  Whelan,,,0,3.87,Avon,Kindle Edition,336,2018,2018,,7/26/25,currently-reading
214881313,"Limerence (Fated Fixation, #1)",H.C. Dolores,,,0,4.22,,Kindle Edition,415,2024,2024,,7/25/25,to-read
58417825,The Dead Romantics,Ashley Poston,0593336496,9780593336496,0,3.91,Berkley,Kindle Edition,366,2022,2022,,7/24/25,currently-reading
231220768,The Other Brother,Tierney Page,,,0,3.79,Forever,Kindle Edition,363,2025,,,7/2/25,currently-reading
150062296,"The Broken Vows (The Windsors, #4)",Catharina Maura,,,3,4.05,,Kindle Edition,530,2023,,7/20/25,7/19/25,read
104659050,"The Unwanted Marriage (The Windsors, #3)",Catharina Maura,,,2,4.03,,Kindle Edition,374,2023,2023,7/19/25,7/18/25,read
38892954,Stolen (Stronger Series),Jay Marie,1976783526,9781976783524,0,4.12,Independently published,Paperback,262,2018,2015,,7/22/25,to-read
63095160,"The Temporary Wife (The Windsors, #2)",Catharina Maura,,,2,4.02,,Kindle Edition,384,2023,2023,7/18/25,7/16/25,read
62316382,"The Wrong Bride (The Windsors, #1)",Catharina Maura,,,2,3.86,,Kindle Edition,382,2022,2022,7/16/25,7/16/25,read
223689575,"Restitution (The Edge of Darkness, #3)",Leigh Rivers,1739433041,9781739433048,3,4.37,,Kindle Edition,525,2025,,7/15/25,7/14/25,read
223689548,"Voracious (The Edge of Darkness, #2)",Leigh Rivers,,,4,4.31,,Kindle Edition,399,2025,2023,7/14/25,7/13/25,read
223688889,"Insatiable (The Edge of Darkness, #1)",Leigh Rivers,,,3,4.24,Nielsen,Kindle Edition,413,2025,2023,7/13/25,7/12/25,read
228347196,"Hat Trick (D.C. Stars, #4)",Chelsea Curto,,,4,4.3,,Kindle Edition,506,2025,2025,7/11/25,7/9/25,read
214295087,"Slap Shot (D.C. Stars, #3)",Chelsea Curto,,,4,4.03,,Kindle Edition,530,2025,2025,7/9/25,7/7/25,read
203691229,Power Play (D.C. Stars #2),Chelsea Curto,,,4,4.06,,Kindle Edition,508,2024,2024,7/7/25,7/6/25,read
213779197,"Face Off (D.C. Stars, #1)",Chelsea Curto,,,4,4.07,Amazon Digital Services,Kindle Edition,450,2024,2024,7/6/25,4/11/25,read
220292124,"All Superheroes Need PR (Supers in the City, #1)",Elizabeth  Stephens,1662523408,9781662523403,3,3.61,Montlake,Kindle Edition,300,2025,2025,7/5/25,6/6/25,read
220637398,"Gloves Off (Vancouver Storm, #4)",Stephanie  Archer,,,4,4.28,,Kindle Edition,464,2025,2025,7/3/25,3/17/25,read
63347619,The Seven Year Slip,Ashley Poston,0593336526,9780593336526,5,4.17,Berkley,Kindle Edition,368,2023,2023,7/2/25,4/16/24,read
217542932,Severed Heart (Ravenhood Legacy #2),Kate  Stewart,1496757025,9781496757029,5,4.71,Kensington Books,Kindle Edition,721,2025,2024,6/29/25,6/4/25,read
218253033,It's a Love Story,Annabel Monaghan,0593714113,9780593714119,4,3.91,G.P. Putnam's Sons,Kindle Edition,355,2025,2025,6/23/25,6/4/25,read
227786610,Songs for Other People's Weddings,David Levithan,1419778129,9781419778124,0,3.26,Harry N. Abrams,Hardcover,301,2025,2025,,7/2/25,to-read
223641012,"Revolve (Off the Ice, #3)",Bal Khabra,059381830X,9780593818305,0,4.11,Berkley,Paperback,416,2025,2025,,7/2/25,to-read
214151679,Hope & Harmony,Meredith Wild,1964264200,9781964264202,0,4.23,Page & Vine,Paperback,480,2025,,,7/2/25,to-read
221207874,The Battle of the Bookshops,Poppy Alexander,0063340674,9780063340671,0,3.07,Avon and Harper Voyager,Paperback,336,2025,,,7/2/25,to-read
235658301,"Sweet Thing (Chicago Players, #1)",Kate Meader,1954107684,9781954107687,0,4.1,Kate Meader LLC,Paperback,338,2025,,,7/2/25,to-read
220545867,"Learn My Lesson (Wicked Villains, #2)",Katee Robert,1464228000,9781464228001,0,3.7,Sourcebooks Casablanca,Paperback,368,2025,2019,,7/2/25,to-read
215805811,The Next Flame,Penelope Douglas,0593952847,9780593952849,0,4.24,Berkley,Paperback,480,2025,2017,,7/2/25,to-read
220687884,Love Is a War Song,Danica Nava,0593642627,9780593642627,0,3.9,Berkley,Paperback,336,2025,2025,,7/2/25,to-read
231127266,The Odds of You,Kate Dramis,1250393671,9781250393678,0,4.06,St. Martin's Griffin,Paperback,352,2026,,,7/2/25,to-read
224082707,Pickle Perfect,Ilana Long,0593642252,9780593642252,0,4,Berkley,Paperback,368,2025,,,7/2/25,to-read
224003301,Backslide,Nora Dahlia,1668084139,9781668084137,0,3.79,Gallery Books,Paperback,368,2025,,,7/2/25,to-read
199353216,Her Soul for Revenge,Harley Laroux,1496752902,9781496752901,0,4.26,Kensington,Paperback,544,2024,2021,,7/2/25,to-read
220459022,Maid for Each Other,Lynn Painter,0593638042,9780593638040,0,3.78,Berkley,Kindle Edition,368,2025,2025,,7/2/25,to-read
215493619,The Code for Love,Anne Marsh,1335507213,9781335507211,0,2.75,Afterglow Books by Harlequin,Paperback,288,2025,,,7/2/25,to-read
221228047,"The Blonde Who Came in From the Cold (Blonde Identity, #2)",Ally Carter,0063386976,9780063386976,0,4.05,Avon,Hardcover,336,2025,2025,,7/2/25,to-read
221473264,Love at First Sighting,Mallory Marlowe,0593640101,9780593640104,0,3.86,Berkley,Paperback,352,2025,2025,,7/2/25,to-read
198137731,Totally and Completely Fine,Elissa Sussman,0593725174,9780593725177,0,3.58,Dell,Paperback,448,2025,2025,,7/2/25,to-read
219848327,"Save Me (Maxton Hall, #1)",Mona Kasten,0593954203,9780593954201,0,3.97,Berkley,Paperback,368,2025,2018,,7/2/25,to-read
199332489,"Her Soul to Take (Souls Trilogy, #1)",Harley Laroux,1496752899,9781496752895,0,4.05,Kensington,Paperback,496,2024,2021,,7/2/25,to-read
59801786,"The Undertaking of Hart and Mercy (Hart and Mercy, #1)",Megan Bannen,0316394211,9780316394215,0,4.06,Orbit,Paperback,416,2022,2022,,7/2/25,to-read
230337136,"Beautiful Things (Second Sons, #1)",Emily Rath,1496756797,9781496756794,0,3.9,Kensington,Paperback,480,2025,2022,,7/2/25,to-read
230813075,Intended,Ingrid J. Adams,1763503445,9781763503441,0,4.65,Three Bees Press,Paperback,722,2025,,,7/2/25,to-read
211164792,"Beg, Borrow, or Steal (When in Rome, #3)",Sarah       Adams,0593723694,9780593723692,0,4.03,Dell,Paperback,400,2025,2025,,7/2/25,to-read
230422842,"Soul Searching (Sweetwater Peak, #1)",Lyla Sage,0593977777,9780593977774,0,4.02,Dial Press Trade Paperback,Paperback,368,2025,2025,,7/2/25,to-read
222130194,Black Ties & White Lies,Kat Singleton,1649379277,9781649379276,0,3.81,Entangled: Amara,Paperback,352,2025,2023,,7/2/25,to-read
216971223,The Unmaking of June Farrow,Adrienne Young,0593598695,9780593598696,0,4.13,Dell,Paperback,352,2024,2023,,7/2/25,to-read
222260368,Every Summer After,Carley Fortune,0593956478,9780593956472,0,4.18,Berkley,Hardcover,336,2025,2022,,7/2/25,to-read
220908892,Tuck Everlasting,Natalie Babbitt,037439198X,9780374391980,0,3.91,"Farrar, Straus and Giroux (BYR)",Hardcover,176,2025,1975,,7/2/25,to-read
227939188,Till Summer Do Us Part,Meghan Quinn,1959442341,9781959442349,4,4.02,,Kindle Edition,434,2025,2025,6/21/25,6/19/25,read
220237305,"Trust Me Always (Boys of Avix, #3)",Meagan Brandy,,,3,4.19,,Kindle Edition,402,2025,2025,6/20/25,6/19/25,read
199897904,"Daydream (Maple Hills, #3)",Hannah  Grace,1668026260,9781668026267,2,3.92,Atria Books,Kindle Edition,448,2024,2024,6/19/25,2/11/25,read
217388119,Party of Liars,Kelsey  Cox,1250378818,9781250378811,0,3.94,Minotaur Books,Hardcover,336,2025,2025,,6/25/25,to-read
217506549,The Ghostwriter,Julie   Clark,1464221286,9781464221286,0,4.09,Sourcebooks Landmark,Hardcover,328,2025,2025,,6/25/25,to-read
220458655,Maid for Each Other,Lynn Painter,0593638034,9780593638033,0,3.78,Berkley,Paperback,368,2025,2025,,6/25/25,to-read
221837070,"Rival (Fall Away, #3)",Penelope Douglas,045147242X,9780451472427,0,3.99,Berkley,Paperback,368,2024,2014,,6/25/25,to-read
195790899,"Savor It (Spunes, OR, #1)",Tarah DeWitt,1250329426,9781250329424,0,3.86,St. Martin's Griffin,Paperback,336,2024,2024,,6/24/25,to-read
217204390,The Summer We Ran,Audrey  Ingram,,9798989923069,0,3.62,Zibby Publishing,Paperback,336,2025,2025,,6/24/25,to-read
218559595,Great Big Beautiful Life,Emily Henry,,,5,3.99,Berkley,Kindle Edition,432,2025,2025,6/19/25,6/20/25,read
111172922,"Wildfire (Maple Hills, #2)",Hannah  Grace,1668026287,9781668026281,3,3.82,Atria Books,Kindle Edition,396,2023,2023,6/17/25,6/15/25,read
201636084,Not Another Love Song,Julie  Soto,1538740931,9781538740934,4,4.04,Forever,Kindle Edition,380,2024,2024,6/15/25,3/17/25,read
77262337,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,,,5,4.12,Knopf ,Kindle Edition,418,2023,2022,6/13/25,6/5/25,read
220237227,Caught Up (Into Darkness Trilogy),Navessa Allen,1638932263,9781638932260,4,3.79,Slowburn,Kindle Edition,322,2025,2025,6/11/25,2/7/25,read
54998275,Project Hail Mary,Andy Weir,0593395565,9780593395561,0,4.5,Random House Large Print,Paperback,677,2021,2021,,6/17/25,to-read
217245639,One Golden Summer,Carley Fortune,0593638913,9780593638910,0,4.33,Berkley,Paperback,400,2025,2025,,6/17/25,to-read
221251762,Zomromcom,Olivia Dade,0593818202,9780593818206,0,3.62,Berkley,Paperback,416,2025,2025,,6/17/25,to-read
219848373,"The Irresistible Urge to Fall for Your Enemy (Dearly Beloathed, #1)",Brigitte Knightley,0593819454,9780593819456,0,3.83,Ace,Hardcover,370,2025,2025,,6/17/25,to-read
195530544,"Done and Dusted (Rebel Blue Ranch, #1)",Lyla Sage,0593732421,9780593732427,0,3.81,Dial Press Trade Paperback,Paperback,346,2023,2023,,6/17/25,to-read
218695924,Slow Burn Summer,Josie Silver,0593722884,9780593722886,0,3.41,Dell,Paperback,352,2025,2025,,6/17/25,to-read
218171630,The Girl I Was,Jeneva Rose,0778387488,9780778387480,0,3.8,MIRA,Hardcover,304,2025,2021,,6/17/25,to-read
59808034,"Beautiful World, Where Are You",Sally Rooney,1250859042,9781250859044,0,3.53,Picador Paper,Paperback,359,2022,2021,,6/17/25,to-read
231299870,"Tourist Season (The Seasons of Carnage Trilogy, #1)",Brynne Weaver,1638932107,9781638932109,0,4.56,Slowburn,Hardcover,368,2025,2025,,6/17/25,to-read
208931300,Intermezzo,Sally Rooney,0374602638,9780374602635,0,3.83,"Farrar, Straus and Giroux",Hardcover,454,2024,2024,,6/17/25,to-read
220239075,These Summer Storms,Sarah MacLean,0593972252,9780593972250,0,3.82,Ballantine Books,Hardcover,400,2025,2025,,6/17/25,to-read
184584595,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,0593500156,9780593500156,0,3.97,Del Rey,Paperback,352,2023,2023,,6/17/25,to-read
231922031,Great Big Beautiful Life,Emily Henry,059344129X,9780593441299,0,3.99,Berkley,Hardcover,418,2025,2025,,6/17/25,to-read
218372321,For The Ring,Jennifer  Hennessy,1035413248,9781035413249,0,4.12,Headline Eternal,Paperback,304,2025,,,6/17/25,to-read
228630305,Taming Mr. Walker (London Mister #1),Rosa Lucas,1964264235,9781964264233,0,4,Page & Vine,Paperback,336,2025,2021,,6/17/25,to-read
222280426,An American in London,Louise Bay,1662532105,9781662532108,0,4.3,Montlake,Kindle Edition,269,2025,,,6/17/25,to-read
223338873,Cover Story,Mhairi McFarlane,0063292572,9780063292574,0,3.93,Avon,Paperback,384,2025,2025,,6/17/25,to-read
219301793,This Princess Kills Monsters,Ry Herman,0593733088,9780593733080,0,4.03,Dial Press Trade Paperback,Paperback,416,2025,2025,,6/17/25,to-read
224082605,Some Kind of Famous,Ava  Wilder,0593871693,9780593871690,0,3.74,Dell,Paperback,432,2025,2025,,6/17/25,to-read
220909002,There's Always Next Year,Leah  Johnson,0374391696,9780374391690,0,3.65,"Farrar, Straus and Giroux (BYR)",Hardcover,320,2025,2025,,6/17/25,to-read
227912786,Daddy Issues,Kate Goldbeck,059373081X,9780593730812,0,3.89,Dial Press Trade Paperback,Paperback,352,2025,2025,,6/17/25,to-read
236092355,"I Could Be Yours (Toronto Terror, #6)",Helena Hunting,1998657167,9781998657162,0,4.11,Helena Hunting,Paperback,326,2025,2025,,6/17/25,to-read
228665695,"Bad for Business (Pembroke Hills, #2)",Kat Singleton,1649379544,9781649379542,0,4.5,Entangled: Amara,Paperback,352,2025,,,6/17/25,to-read
228383161,"Second Chance Romance (Harlot's Bay, #2)",Olivia Dade,0063215977,9780063215979,0,3.83,Avon,Paperback,400,2025,2025,,6/17/25,to-read
48498018,Remember Me This Way (The Sound of Us #3),C.R. Jane,,,3,3.98,,Kindle Edition,260,2020,2020,6/8/25,6/8/25,read
43802161,Remember You This Way (The Sound of Us #2),C.R. Jane,,,3,4.04,,Kindle Edition,212,2019,,6/8/25,6/8/25,read
43693948,"Remember Us This Way (The Sound of Us, #1)",C.R. Jane,,,3,3.96,,Kindle Edition,258,2019,,6/8/25,6/7/25,read
125310117,The Perfect Fit,Sadie Kincaid,1915663334,9781915663337,3,4.07,Red House Press,Kindle Edition,420,2023,2023,6/7/25,6/7/25,read
219657082,"Seven Year Itch (Mountain Men Matchmaker, #2)",Amy Daws,1335081615,9781335081612,0,3.95,Canary Street Press,Paperback,372,2025,2025,,6/9/25,to-read
218267185,Friends to Lovers,Sally Blakely,1335014241,9781335014245,0,3.76,Canary Street Press,Paperback,352,2025,2025,,6/9/25,to-read
60727692,"Bright Side (Bright Side, #1)",Kim Holden,,,0,4.29,"Do Epic, LLC",Kindle Edition,468,2022,2014,,6/8/25,currently-reading
20645941,"The Story of Us (Carnage, #1)",Lesley  Jones,,,0,4.16,,Kindle Edition,406,2014,2014,,6/8/25,currently-reading
222749723,Duplicity (Seraph),Elodie Hart,,,3,4.15,,Kindle Edition,480,2025,,6/6/25,6/6/25,read
53357042,The Kings of Kearny,Navessa Allen,0578874679,9780578874678,3,3.89,Navessa Allen,Kindle Edition,314,2021,,6/5/25,6/4/25,read
220146590,"Mr. Heartbreaker (The Nest, #1)",Piper Rayne,,9798887142876,2,3.78,Piper Rayne Inc.,Kindle Edition,310,2024,2024,6/4/25,5/19/25,read
55747432,The Mixtape,Brittainy C. Cherry,1542018358,9781542018357,0,4.19,Montlake,Kindle Edition,333,2021,2021,,6/7/25,currently-reading
198611001,"Done and Dusted (Rebel Blue Ranch, #1)",Lyla Sage,,,3,3.81,The Dial Press,Kindle Edition,355,2023,2023,6/3/25,3/17/25,read
218460257,Battle of the Bookstores,Ali Brady,0593640845,9780593640845,0,3.88,Berkley,Paperback,414,2025,2025,,6/7/25,to-read
220817728,Atmosphere,Taylor Jenkins Reid,,,0,4.37,Ballantine Books,Hardcover,352,2025,2025,,6/7/25,to-read
198902263,"The Ashes & the Star-Cursed King (Crowns of Nyaxia, #2)",Carissa Broadbent,1250343151,9781250343154,0,4.08,Bramble,Hardcover,591,2024,2023,,6/7/25,to-read
58340706,"One Dark Window (The Shepherd King, #1)",Rachel Gillig,0316312487,9780316312486,0,4.27,Orbit,Paperback,399,2022,2022,,6/7/25,to-read
198902277,The Wedding People,Alison Espach,,,0,4.1,Henry Holt and Co.,Hardcover,384,2024,2024,,6/7/25,to-read
219301746,Sounds Like Love,Ashley Poston,0593641000,9780593641002,0,3.93,Berkley,Paperback,384,2025,2025,,6/7/25,to-read
59417433,A Love Letter to Whiskey (A Love Letter to Whiskey #1-1.5),Kandi Steiner,,,4,4.2,,Kindle Edition,608,2021,,6/2/25,6/1/25,read
